question,choices,subject,answer
ایک آاسوٹوپ تیار ہونے کے بعد تین آدھی زندگی،,آاسوٹوپ کا 25٪ باقی ہے۔|آاسوٹوپ کا 25 فیصد سڑ گیا۔|آاسوٹوپ کا 12.5% ​​باقی ہے۔|آاسوٹوپ کا 12.5 فیصد سڑ گیا۔,high_school_chemistry,2
"ایک بڑے ڈیٹا سیٹ میں ریاستہائے متحدہ کے کالجوں میں کمپیوٹر سائنس میں تعلیم حاصل کرنے والے تمام طلباء کے بارے میں معلومات شامل ہیں۔ ڈیٹا سیٹ ہر طالب علم کے بارے میں درج ذیل معلومات پر مشتمل ہے۔
   ° طالب علم کی جنس
   ° وہ ریاست جس میں طالب علم کالج جاتا ہے۔
   ° 4.0 پیمانے پر طالب علم کا گریڈ پوائنٹ اوسط

 ڈیٹا سیٹ میں صرف معلومات کا تجزیہ کرکے درج ذیل میں سے کون سے سوالات کا جواب دیا جا سکتا ہے؟",کیا۔|کتنی ریاستوں میں اس ریاست میں کالج میں تعلیم حاصل کرنے والے مرد کمپیوٹر سائنس میجرز کے مقابلے خواتین کمپیوٹر سائنس میجرز کا تناسب زیادہ ہے؟|کسی مخصوص ریاست میں کالج جانے والے کتنے فیصد طلباء کمپیوٹر سائنس میں بڑے ہیں؟|کمپیوٹر سائنس میں سب سے زیادہ طلباء کس کالج میں پڑھ رہے ہیں؟,high_school_computer_science,1
"ذیل میں کوڈ سیگمنٹ IsFound (فہرست، آئٹم) کے طریقہ کار کا استعمال کرتا ہے، جو فہرست میں آئٹم ظاہر ہونے کی صورت میں صحیح لوٹاتا ہے اور دوسری صورت میں غلط لوٹاتا ہے۔ فہرست کے نتائج کی فہرست ابتدائی طور پر خالی ہے۔
  inputList1 میں ہر آئٹم کے لیے
 IF (isFound (inputList2, item) )
 ضم کریں (نتائج کی فہرست، آئٹم)
 }
 مندرجہ ذیل میں سے کون کوڈ سیگمنٹ کے مکمل ہونے کے بعد رزلٹ لسٹ کے مواد کی بہترین وضاحت کرتا ہے؟",inputListl میں تمام عناصر کے بعد inputList2 میں تمام عناصر آتے ہیں۔|صرف عناصر جو inputListl اور inputList2 دونوں میں ظاہر ہوتے ہیں۔|صرف وہ عناصر جو inputListl یا inputList2 میں ظاہر ہوتے ہیں لیکن دونوں فہرستوں میں نہیں۔|صرف عناصر جو inputListl میں ظاہر ہوتے ہیں لیکن inputList2 میں نہیں۔,high_school_computer_science,1
ایک پروگرام کو پروگرامنگ زبان میں بیان کیا جاتا ہے۔ پروگرام کے لیے مندرجہ ذیل میں سے کون سا سچ ہے؟,پروگرام کو بائنری کوڈ کے طور پر بھی ظاہر کیا جا سکتا ہے، لیکن جب اعلی سطحی پروگرامنگ زبان میں اظہار کیا جائے گا تو انسانوں کو زیادہ آسانی سے سمجھا جائے گا۔|پروگرام کو بائنری کوڈ کے طور پر بھی ظاہر کیا جا سکتا ہے، جس سے غلطیوں کا امکان کم ہو جائے گا۔|پروگرام کو بائنری کوڈ کے طور پر ظاہر نہیں کیا جا سکتا، کیونکہ بائنری کوڈ صرف ڈیٹا کی نمائندگی کے لیے استعمال کیا جا سکتا ہے۔|پروگرام کے کچھ حصوں کو بائنری کوڈ کے طور پر ظاہر کیا جا سکتا ہے، لیکن آپریشنز کا اظہار اعلی سطحی پروگرامنگ زبان کا استعمال کرتے ہوئے کیا جانا چاہیے۔,high_school_computer_science,0
"Python 3 میں، پرنٹ tuple[0] کا آؤٹ پٹ کیا ہے اگر tuple = ( 'abcd', 786, 2.23, 'john', 70.2 )؟",('abcd'، 786، 2.23، 'جان'، 70.2)|اے، بی، سی، ڈی|خرابی|مندرجہ بالا میں سے کوئی بھی نہیں۔,high_school_computer_science,1
درج ذیل ممکنہ فوائد میں سے، اپ گریڈ شدہ نظام کے ذریعے فراہم کیے جانے کا سب سے کم امکان ہے؟,کچھ استفسارات کا جواب دینے کے لیے انسانی نمائندوں کی ضرورت نہیں ہوگی۔|کمپنی کسی بھی آنے والی کال کے لیے انسانی نمائندہ فراہم کر سکے گی۔|ممکنہ طور پر صارفین ان معلومات کو سننے میں کم وقت گزاریں گے جو ان کے مسئلے سے متعلق نہیں ہیں۔|صارفین اپنے مخصوص مسئلے کے لیے غلطی سے غلط محکمہ کا انتخاب نہیں کر سکیں گے۔,high_school_computer_science,1
تاریخی طور پر، یہ دیکھا گیا ہے کہ کمپیوٹر پروسیسنگ کی رفتار ہر دو سال بعد دوگنی ہوجاتی ہے۔ مندرجہ ذیل میں سے کون بہتر بیان کرتا ہے کہ ٹیکنالوجی کمپنیاں اس مشاہدے کو منصوبہ بندی کے مقاصد کے لیے کیسے استعمال کر سکتی ہیں؟,ٹیکنالوجی کمپنیاں درست طریقے سے ان تاریخوں کا اندازہ لگا سکتی ہیں جب کمپیوٹنگ کی نئی ایجادات استعمال کے لیے دستیاب ہوں گی۔|ٹیکنالوجی کمپنیاں جب بھی پروسیسنگ کی رفتار میں پیشرفت ہوتی ہیں تو نئی مصنوعات کی لاگت کو دوگنا کرنے کا منصوبہ بنا سکتی ہیں۔|ٹیکنالوجی کمپنیاں پروسیسنگ کی متوقع رفتار کی بنیاد پر تحقیق اور ترقی کے اہداف مقرر کر سکتی ہیں۔|ٹیکنالوجی کمپنیاں نئے پروسیسرز تیار کرنے میں کم محنت کر سکتی ہیں کیونکہ پروسیسنگ کی رفتار ہمیشہ مشاہدہ شدہ شرح سے بہتر ہوتی رہے گی۔,high_school_computer_science,2
"ایک پروگرامر نے نیچے پروگرام لکھا۔ پروگرام نمبروں کی ایک فہرست کا استعمال کرتا ہے جسے numList کہتے ہیں۔ پروگرام کا مقصد فہرست میں نمبروں کا مجموعہ ظاہر کرنا ہے۔
 رقم ← numList [1]
 numList میں ہر ایک قدر کے لیے
 رقم ← جمع + قدر
 ڈسپلے کی رقم
 پروگرام کو جانچنے کے لیے، پروگرامر numList کو [0 , 1 , 4 , 5] سے شروع کرتا ہے۔ پروگرام 10 دکھاتا ہے، اور پروگرامر یہ نتیجہ اخذ کرتا ہے کہ پروگرام حسب منشا کام کرتا ہے۔ مندرجہ ذیل میں سے کون سا سچ ہے؟","نتیجہ درست ہے؛ پروگرام ارادے کے مطابق کام کرتا ہے۔|نتیجہ غلط ہے؛ پروگرام ٹیسٹ کیس [0, 1, 4, 5] کے لیے صحیح قدر ظاہر نہیں کرتا ہے۔|نتیجہ غلط ہے؛ ٹیسٹ کیس [0, 1, 4, 5] کا استعمال پروگرام کے درست ہونے کے لیے کافی نہیں ہے۔|نتیجہ غلط ہے؛ ٹیسٹ کیس [0, 1, 4, 5] کا استعمال صرف اس بات کی تصدیق کرتا ہے کہ پروگرام فہرستوں کے لیے بڑھتی ہوئی ترتیب میں کام کرتا ہے۔",high_school_computer_science,2
مختلف حالات میں پودوں کی ایک مخصوص انواع کی نشوونما کے لیے کمپیوٹر کا تخروپن تخلیق کیا جاتا ہے۔ تخروپن میں استعمال ہونے والے ماڈل کی توثیق کرنے کے لیے درج ذیل میں سے کون سا عمل استعمال کیا جا سکتا ہے؟,تکراری اور تکراری الگورتھم دونوں کا استعمال کرتے ہوئے نقلی سافٹ ویئر کا اظہار کریں۔ تکراری الگورتھم کے نتائج کا تکراری الگورتھم کے نتائج سے موازنہ کریں۔|مختلف ماحول میں پودوں کی انواع کی نشوونما پر حقیقی دنیا کے تجربات کریں۔ تجرباتی نتائج کا موازنہ تخروپن کے ذریعہ فراہم کردہ نتائج سے کریں۔|ماڈل سے کوئی بھی غیر ضروری تفصیلات ہٹا دیں۔ اصل نقلی اور آسان نقلی کے چلنے کے اوقات کا موازنہ کریں۔|ایک سے زیادہ آلات پر نقلی سافٹ ویئر چلائیں۔ ہر ایک ڈیوائس سے حاصل کردہ نتائج کا موازنہ کریں۔,high_school_computer_science,1
ہف مین کوڈنگ ہر قدر کے وقوع پذیر ہونے کی تعدد کی بنیاد پر ان پٹ اقدار کے لیے منفرد متغیر لمبائی والے کوڈز تفویض کرتی ہے۔ اکثر ہونے والی قدریں تفویض کردہ کوڈز ہیں جن میں قدروں سے کم بٹس ہوتے ہیں جو کم کثرت سے پائے جاتے ہیں، جو تفویض کردہ کوڈ ہوتے ہیں جن میں زیادہ بٹس ہوتے ہیں۔ مندرجہ ذیل میں سے کون ہف مین کوڈنگ کے مناسب استعمال کی بہترین وضاحت کرتا ہے؟,ڈکرپشن|موثر چھانٹی|بے نقصان کمپریشن|نقصان دہ کمپریشن,high_school_computer_science,2
Python 3 میں، مندرجہ ذیل میں سے کون سا فنکشن سٹرنگ میں چیک کرتا ہے کہ تمام حروف بڑے حروف میں ہیں؟,isupper()|شمولیت (seq)|لین (سٹرنگ)|ljust(چوڑائی[، فلچار]),high_school_computer_science,0
"ذیل میں کوڈ کے ٹکڑے کا مقصد ""طاق"" ظاہر کرنا ہے اگر مثبت نمبر کا عدد طاق ہو۔
 اگر (<غائب حالت>)
 ڈسپلے ""عجیب""

 مندرجہ ذیل میں سے کس کو <MISSING CONDITION> کو تبدیل کرنے کے لیے استعمال کیا جا سکتا ہے تاکہ کوڈ کا ٹکڑا حسب منشا کام کرے؟",(نمبر MOD 1) = 0|(نمبر MOD 1) = 1|(نمبر MOD 2) = 0|(نمبر MOD 2) = 1,high_school_computer_science,3
ایک پروگرامر ایک تجارتی پروڈکٹ میں Creative Commons Attribution (C C B Y) لائسنس کے تحت آن لائن شائع شدہ کوڈ کا استعمال کرتا ہے۔ مندرجہ ذیل میں سے کون کوڈ کے قابل قبول استعمال کی بہترین وضاحت کرتا ہے؟,آن لائن ماخذ سے کوڈ کو بغیر کسی دوسرے عمل کے پروگرامر کے پروڈکٹ میں کاپی کرنا|آن لائن سورس سے کوڈ کو پروگرامر کے پروڈکٹ میں کاپی کرنا اور کاپی شدہ کوڈ کو دس کوڈ لائنوں تک محدود کرنا|آن لائن سورس سے کوڈ کو پروگرامر کے پروڈکٹ میں کاپی کرنا اور تمام متغیر ناموں کو تبدیل کرنا|آن لائن ماخذ سے کوڈ کو پروگرامر کے پروڈکٹ میں کاپی کرنا اور اصل مصنف کو لائسنس کے ذریعہ بتائے گئے طریقے سے کریڈٹ کرنا,high_school_computer_science,3
ایک نیا بینک گاہک کی لائن میں انتظار کرنے کے وقت کو کم سے کم کرکے صارفین کی سہولت کو ترجیح بنانے کا منصوبہ بناتا ہے۔ بینک دو آپشنز پر غور کر رہا ہے: ایک واحد لائن جہاں سامنے والا صارف اگلے دستیاب ٹیلر کا انتظار کرتا ہے، یا ہر ٹیلر کے لیے الگ لائن۔ بینک ان دو اختیارات کا کمپیوٹر سمولیشن استعمال کرنے کا فیصلہ کرتا ہے تاکہ صارفین کے انتظار کے اوسط وقت کا تعین کیا جا سکے۔ مندرجہ ذیل میں سے کون سا بینک کے منصوبے کے بارے میں درست نہیں ہے؟,بینک دیگر عوامل کو شامل کر سکتا ہے، جیسے کہ بتانے والوں کی تعداد، تخروپن میں۔|بینک ان دو اختیارات کی چھان بین کے لیے تخروپن کا استعمال کر سکتا ہے بغیر صارفین کے لیے تکلیف کا باعث۔|بینک نقلی نتائج کی بنیاد پر نئے متبادلات پر غور کر سکتا ہے۔|تخروپن قابل استعمال نتائج پیدا نہیں کرے گا کیونکہ اصل کسٹمر ڈیٹا دستیاب نہیں ہے۔,high_school_computer_science,3
مندرجہ ذیل میں سے کون بہتر وضاحت کرتا ہے کہ ڈیٹا کو عام طور پر انٹرنیٹ پر ٹرانسمیشن کے لیے پیکٹوں میں کیسے جمع کیا جاتا ہے؟,ہر پیکٹ میں ڈیٹا کو منتقل کرنے کے لیے میٹا ڈیٹا کے ساتھ ڈیٹا کو روٹنگ کے لیے استعمال کیا جانے والا ڈیٹا ہوتا ہے۔|ہر پیکٹ میں ڈیٹا کا ایک انکرپٹڈ ورژن ہوتا ہے جسے منتقل کیا جاتا ہے، اس کے ساتھ میٹا ڈیٹا کے ساتھ ڈیٹا کو ڈکرپٹ کرنے کے لیے درکار کلید بھی ہوتی ہے۔|ہر پیکٹ میں صرف میٹا ڈیٹا ہوتا ہے جو براہ راست کنکشن قائم کرنے کے لیے استعمال ہوتا ہے تاکہ ڈیٹا کو منتقل کیا جا سکے۔|ہر پیکٹ میں ایک ساتھ بنڈل کردہ متعدد ڈیٹا فائلوں پر مشتمل ہوتا ہے، میٹا ڈیٹا کے ساتھ یہ بیان کرتا ہے کہ ہر ڈیٹا فائل کی درجہ بندی کیسے کی جائے۔,high_school_computer_science,0
ایک طریقہ یہ ہے کہ کسی قدر کو تلاش کرنے کے لیے لکھا جائے جو کسی دیے گئے آئٹم سے بڑی ہو اور اس کا انڈیکس واپس کر سکے۔ مسئلہ کی تصریح اس بات کی نشاندہی نہیں کرتی ہے کہ اگر صف میں ایسی کئی قدریں موجود ہوں تو کیا واپس کیا جانا چاہیے۔ مندرجہ ذیل میں سے کون سا عمل بہتر ہوگا؟,طریقہ اس مفروضے پر لکھا جانا چاہیے کہ صف میں صرف ایک قدر ہے جو دی گئی شے سے بڑی ہے۔|طریقہ لکھا جانا چاہئے تاکہ بڑی قدر کے ہر واقعہ کا اشاریہ واپس کیا جاسکے۔|اس بات کی نشاندہی کرنے کے لیے تصریح میں ترمیم کی جانی چاہیے کہ اگر بڑی قدروں کا ایک سے زیادہ انڈیکس ہو تو کیا کرنا چاہیے۔|اگر ایک سے زیادہ بڑی قدر پائی جاتی ہے تو میسج آؤٹ پٹ کرنے کے لیے طریقہ لکھا جانا چاہیے۔,high_school_computer_science,2
"Python 3 میں بیان ""a"" + ""ab"" کا آؤٹ پٹ کیا ہے؟",خرابی|aab|ab|ایک ab,high_school_computer_science,1
python 3 میں، مندرجہ ذیل میں سے کون سی منزل کی تقسیم ہے؟,/|//|%||,high_school_computer_science,1
مندرجہ ذیل میں سے کونسی اسکول کی پالیسیوں کا ڈیجیٹل تقسیم پر مثبت اثر پڑنے کا زیادہ امکان ہے؟,ایک اسکول طلباء کو کلاس میں ریاضی کے اسائنمنٹس کو مکمل کرنے کے لیے گھر سے گرافنگ کیلکولیٹر لانے کی اجازت دیتا ہے۔|ایک اسکول طلباء کو درجہ بندی والے کوئزز میں حصہ لینے کے لیے ہر روز کلاس میں ٹیبلیٹ کمپیوٹر لانے کی اجازت دیتا ہے۔|اسکول اسکول میں داخل تمام طلباء کو ایک لیپ ٹاپ یا ٹیبلیٹ کمپیوٹر فراہم کرتا ہے۔|ایک اسکول تجویز کرتا ہے کہ تمام طلباء کو زیادہ سے زیادہ پروسیسنگ کی رفتار کے ساتھ کمپیوٹر خریدیں تاکہ پروجیکٹ تیزی سے چل سکے۔,high_school_computer_science,2
"ایک مخصوص ملک میں، ایک شخص کو کار چلانے کے لیے کم از کم 16 سال کا ہونا چاہیے اور ووٹ دینے کے لیے اس کی عمر کم از کم 18 سال ہونی چاہیے۔ متغیر عمر ایک عدد کے طور پر کسی شخص کی عمر کی نمائندگی کرتی ہے۔ مندرجہ ذیل میں سے کون سا تاثرات درست ہونے کا اندازہ لگاتا ہے اگر شخص گاڑی چلانے کے لیے کافی بوڑھا ہے لیکن ووٹ ڈالنے کے لیے کافی بوڑھا نہیں ہے، اور دوسری صورت میں غلط کا اندازہ کرتا ہے؟
 I. (عمر ≥ 16) اور (عمر ≤ 18)
 II (عمر ≥ 16) اور (نہیں (عمر ≥ 18))
 III (عمر <18) اور (نہیں (عمر <16))",صرف II|صرف I اور II|صرف I اور III|صرف II اور III,high_school_computer_science,3
