question,choices,subject,answer
نیش توازن میں،,سپلائی وکر ڈیمانڈ وکر کو کاٹتا ہے۔|کسی بھی فریق کو اپنی حکمت عملی سے ہٹنے کی ترغیب نہیں ہے۔|معمولی آمدنی کا منحنی خطوط لاگت کے منحنی خطوط کو کاٹتا ہے۔|توازن غیر مستحکم ہے اور ہر فریق حکمت عملی کو تبدیل کرنا چاہے گا۔,high_school_microeconomics,1
مندرجہ ذیل میں سے کون اس بات کی وضاحت کر سکتا ہے کہ قیمت میں کمی کی وجہ سے مانگی گئی مقدار میں کمی اور اوپر کی طرف ڈھلوان ڈیمانڈ وکر کیسے ہو سکتا ہے؟,اچھی چیز کمتر ہے اور آمدنی کا اثر متبادل اثر سے زیادہ مضبوط ہے۔|اچھائی عام ہے اور آمدنی کا اثر متبادل اثر سے زیادہ مضبوط ہے۔|اچھی چیز عام ہے اور آمدنی کا اثر متبادل اثر سے کمزور ہے۔|اچھائی کمتر اور عیش ہے۔,high_school_microeconomics,0
اگر حکومت فطری اجارہ داری کے لیے سماجی طور پر بہترین قیمت قائم کرنا چاہتی ہے تو اسے اس قیمت کا انتخاب کرنا چاہیے جس پر,اوسط آمدنی صفر کے برابر ہے۔|معمولی آمدنی صفر کے برابر ہے۔|معمولی لاگت کا وکر مانگ کے منحنی خطوط کو کاٹتا ہے۔|اوسط کل لاگت کا وکر مانگ کے منحنی خطوط کو کاٹتا ہے۔,high_school_microeconomics,2
آپ کے آبائی شہر میں چھوٹے اسٹور کے مالک کے لیے مندرجہ ذیل میں سے کون سی لاگت ہے؟,وہ اجرت جو اسسٹنٹ منیجر کو دی جاتی ہے۔|ہول سیل فوڈ ڈسٹری بیوٹر سے ڈبہ بند سامان خریدنے کی قیمت|متبادل کیرئیر میں مالک کی مہارت پر رکھی گئی قدر|ریفریجریٹڈ گوشت ڈسپلے کو ٹھنڈا کرنے کی قیمت,high_school_microeconomics,2
مانگ کی اجرت کی لچک جتنی زیادہ (زیادہ) ہوگی،,سامان کی پیداوار میں مزدوری کی لاگت سے سرمائے کی لاگت کا زیادہ تناسب۔|لیبر کے ذریعہ تیار کردہ مصنوعات کے لئے قیمت کی لچک زیادہ ہے۔|مزدوری کے متبادل کی تعداد جتنی کم ہوگی۔|وقت کی مدت کم ہے.,high_school_microeconomics,1
بالکل مسابقتی فرم کے برعکس، ایک اجارہ داری,مانگ وکر پر سب سے زیادہ قیمت وصول کرے گا۔|ایک افقی معمولی آمدنی کا وکر ہے۔|ایک اوپر کی طرف ڈھلوان کل آمدنی کا وکر ہے۔|نیچے کی طرف ڈھلوان ڈیمانڈ وکر کا سامنا ہے۔,high_school_microeconomics,3
معمولی افادیت کو کم کرنے کا قانون اس کی وضاحت کے لیے سب سے زیادہ مفید ہے۔,فراہمی کا قانون|مطالبہ کا قانون|کل لاگت کے وکر کا گھماؤ|پیداواری امکانات کی سرحد کی شکل,high_school_microeconomics,1
مندرجہ ذیل میں سے کون سا بیان سرمایہ دارانہ مارکیٹ کی معیشت کے ساتھ سب سے زیادہ مطابقت رکھتا ہے؟,اقتصادی وسائل مرکزی بینک کے فیصلوں کے مطابق مختص کیے جاتے ہیں۔|نجی جائیداد جدت، ترقی اور تجارت کے لیے بنیادی حیثیت رکھتی ہے۔|ایک مرکزی حکومت سامان کی پیداوار اور تقسیم کا منصوبہ بناتی ہے۔|زیادہ تر اجرت اور قیمتیں قانونی طور پر کنٹرول میں ہیں۔,high_school_microeconomics,0
چھوٹے کیفے کے مالکان کے لیے ایک طویل مدتی ایڈجسٹمنٹ کی مندرجہ ذیل میں سے کون سی مثال ہے؟,مالکان پوری گندم سے کھٹی روٹی میں تبدیل ہو جاتے ہیں۔|مالکان رات کے کھانے کی شفٹوں کو پورا کرنے کے لیے کئی جز وقتی کارکنوں کی خدمات حاصل کرتے ہیں۔|مالکان مصروف ویک اینڈ پر اوور ٹائم کام کرتے ہیں۔|مالکان اگلے دروازے پر دفتر خریدتے ہیں، اور اس سے گاہک کے بیٹھنے کی تعداد دگنی ہوجاتی ہے۔,high_school_microeconomics,3
مندرجہ ذیل میں سے کون سا ایک اجارہ داری فرم کے لیے طویل مدت میں درست ہونے کا زیادہ امکان ہے؟,P = MR = MC = ATC|P = MR = MC > ATC|P > MR = MC = ATC|P > ATC > MR = MC,high_school_microeconomics,3
پیمانے کی معیشتوں کے بارے میں درج ذیل میں سے کون سا درست نہیں ہے؟,پیمانے کی معیشتیں پیداوار کی پیداوار میں اضافے سے وابستہ ہیں۔|پیمانے کی معیشتیں اوسط کل لاگت (ATC) وکر کے بڑھتے یا بڑھتے ہوئے حصے سے وابستہ ہیں۔|پیمانے کی معیشتیں ATC وکر کے گھٹتے یا گھٹتے ہوئے حصوں سے وابستہ ہیں۔|پیمانے کی معیشتوں کے نتیجے میں فی یونٹ اوسط لاگت میں کمی واقع ہوتی ہے۔,high_school_microeconomics,1
بالکل مسابقتی فرم کے لیے، قیمت کم ہونے پر منافع کو زیادہ سے زیادہ بند کرنے کا فیصلہ کیا جاتا ہے۔,کم از کم اوسط کل لاگت سے نیچے آتا ہے۔|کم از کم اوسط متغیر لاگت سے زیادہ ہے، لیکن کم از کم اوسط کل لاگت سے کم ہے۔|کم از کم اوسط متغیر لاگت سے نیچے آتا ہے۔|کم از کم اوسط کل لاگت کے برابر ہے۔,high_school_microeconomics,2
کامل مقابلے میں طویل مدت میں مندرجہ ذیل میں سے کون سا سچ ہے؟,P = MR = MC = ATC|P = MR = MC > ATC|P > MR = MC = ATC|P = MR > MC = ATC,high_school_microeconomics,0
اگر بالکل مسابقتی قیمت فی الحال کم از کم ATC سے اوپر ہے، تو ہم طویل مدت میں مندرجہ ذیل میں سے کون سے واقعات کی توقع کر سکتے ہیں؟,جب کمپنیاں صنعت میں داخل ہوتی ہیں تو قیمت بڑھ جاتی ہے۔|فرموں کے صنعت سے نکلنے کے ساتھ ہی مارکیٹ کے توازن کی مقدار بڑھ جاتی ہے۔|کچھ بھی نہیں۔ صنعت فی الحال طویل مدتی توازن میں ہے۔|جیسے ہی فرمیں صنعت میں داخل ہوتی ہیں قیمت گرتی ہے۔,high_school_microeconomics,3
مندرجہ ذیل میں سے کون نصابی کتب کے لیے سپلائی کریو کو بائیں طرف منتقل کرے گا؟,پیداوار میں متبادل کی مانگ میں کمی|خریداروں کی تعداد میں کمی|پرنٹنگ کے اخراجات میں اضافہ|مستقبل کے اضافی اخراجات کی توقعات,high_school_microeconomics,2
اگر بریٹ ورسٹ استعمال کرنے سے میٹ کی کل افادیت میں ایک مستقل شرح سے اضافہ ہوتا ہے، اس سے کوئی فرق نہیں پڑتا ہے کہ کتنے ہی بریٹ ورسٹ میٹ استعمال کرتے ہیں، بریٹ ورسٹ کے لیے میٹ کی ڈیمانڈ کریو کیسی نظر آئے گی؟,عمودی|افقی|نیچے کی طرف ڈھلوان|اوپر کی طرف ڈھلوان,high_school_microeconomics,1
مندرجہ ذیل میں سے کون سا کاغذ کی سپلائی وکر کو بائیں طرف منتقل کرنے کا سبب بنتا ہے؟,کاغذ تیار کرنے والے اگلے مہینوں میں کاغذ کی کم قیمتوں کی توقع کرتے ہیں۔|پنسل کی قیمت، جو کاغذ کی تکمیل کرتی ہے، بڑھ جاتی ہے۔|کاغذ تیار کرنے کے لیے استعمال ہونے والی ٹیکنالوجی میں بہتری۔|ماحولیاتی خدشات لکڑی کی سالانہ مقدار کو کم کرتے ہیں جس کی کٹائی کی جاسکتی ہے۔,high_school_microeconomics,3
جب موقع کی لاگت تمام پیداواری سطحوں پر مستقل ہوتی ہے، تو پیداواری امکانات کی سرحد ہوتی ہے۔,اصل کی طرف concave.|اصل کی طرف محدب|غیر متعینہ|ایک سیدھی ترچھی لکیر جو بائیں سے دائیں نیچے کی طرف ڈھلتی ہے۔,high_school_microeconomics,3
مندرجہ ذیل میں سے کس کا مطالبہ منحنی خطوط کا امکان ہے جو کم سے کم لچکدار ہے؟,بالکل مسابقتی فرم کی پیداوار کا مطالبہ|یکساں مصنوعات کے ساتھ اولیگوپولی فرم کی پیداوار کا مطالبہ|مختلف مصنوعات کے ساتھ اولیگوپولی فرم کے آؤٹ پٹ کا مطالبہ|اجارہ دار فرم کی پیداوار کا مطالبہ,high_school_microeconomics,3
اس کے نتیجے میں کسی فرد کے لیے ڈیمانڈ وکر نیچے کی طرف ڈھل جاتا ہے۔,معمولی افادیت کو کم کرنا|معمولی واپسی کو کم کرنا|فشر اثر|پیمانے پر واپسی کو کم کرنا,high_school_microeconomics,0
کسی خاص اچھّے کے لیے مارکیٹ کی سپلائی وکر تلاش کرنے کے لیے، کوئی کرے گا۔,فرم معمولی آمدنی کے منحنی خطوط کو افقی طور پر جمع کریں۔|فرم سپلائی کے منحنی خطوط کو عمودی طور پر جمع کریں۔|فرم مارجنل لاگت کے منحنی خطوط کو عمودی طور پر جمع کریں۔|فرم سپلائی کے منحنی خطوط کو افقی طور پر جمع کریں۔,high_school_microeconomics,3
فرموں کے لیے وقت کے ساتھ مارکیٹ میں داخل ہونے اور باہر نکلنے کی صلاحیت کا مطلب یہ ہے۔,معمولی لاگت صفر ہے۔|معمولی آمدنی صفر ہے۔|طویل مدتی سپلائی وکر زیادہ لچکدار ہے۔|طویل مدتی سپلائی وکر زیادہ غیر لچکدار ہے۔,high_school_microeconomics,2
اگر ایک شخص کے پاس ایڈم سمتھ کے ذریعہ دی ویلتھ آف نیشنز کی واحد اصل دستخط شدہ کاپی ہے، تو درج ذیل میں سے کون اس صورت حال کو واضح کرے گا؟,نیچے کی طرف ڈھلوان ڈیمانڈ وکر۔|ایک اوپر کی طرف ڈھلوان سپلائی وکر۔|ایک نظر نہ آنے والا ہاتھ۔|ایک بالکل عمودی سپلائی وکر۔,high_school_microeconomics,3
زمین سے مراد ہے۔,تمام پیداواری وسائل۔|تمام قدرتی وسائل.|صرف زرعی زمین|ریل اسٹیٹ کی۔,high_school_microeconomics,1
نمبر 1 میں جواب کی بنیاد ہے۔,مزدوری کی P یا اجرت کی شرح > مزدوری کی MRP اور مزدوری کی ایک اضافی اکائی کے ساتھ، اجرت کی شرح < MRP۔|مزدوری کی P یا اجرت کی شرح < لیبر کی MRP اور لیبر کے ایک اضافی یونٹ کے ساتھ WI، > MRP۔|کل آمدنی زیادہ سے زیادہ ہے.|کل پیداوار زیادہ سے زیادہ ہے.,high_school_microeconomics,1
اسی عرصے میں خشک سالی ہے جو انناس کی سپلائی کو متاثر کرتی ہے اور ایک ایسی دریافت ہے جو کینسر سے بچنے میں معاون ثابت ہو سکتی ہے۔ واقعات کا یہ مجموعہ انناس کی توازن کی قیمت اور مقدار کو کیسے متاثر کرے گا؟ متوازن مقدار,بڑھتا ہے گھٹتا ہے۔|غیر متزلزل بڑھاتا ہے۔|غیر متعین اضافہ|غیر مقررہ کو کم کرتا ہے۔,high_school_microeconomics,1
کنکڈ ڈیمانڈ کریو کے حوالے سے، مندرجہ ذیل میں سے کون سا درست نہیں ہے؟,کوئی قیمت رہنما نہیں ہے.|مارکیٹ کے نسبتاً مساوی حصص ہیں۔|قیمت معمولی اخراجات سے زیادہ ہے۔|ڈیمانڈ وکر ایک مسلسل فعل کا ہوتا ہے۔,high_school_microeconomics,3
فرض کریں کہ صرف دو سامان ہیں: x اور y۔ مندرجہ ذیل میں سے کون سا درست نہیں ہے؟,دونوں اشیا کی پیداوار میں تقابلی فائدہ ہو سکتا ہے۔|ایکس تیار کرنے میں ایک مطلق فائدہ اور تقابلی فائدہ دونوں ہوسکتا ہے۔|کسی کو مطلق فائدہ ہو سکتا ہے اور x پیدا کرنے میں کوئی تقابلی فائدہ نہیں ہے۔|کسی کو تقابلی فائدہ ہو سکتا ہے اور x پیدا کرنے میں کوئی مطلق فائدہ نہیں ہے۔,high_school_microeconomics,0
جب تک وہ خریدے جاتے ہیں تو سارڈینز سے کل افادیت زیادہ سے زیادہ ہوتی ہے۔,معمولی افادیت صفر ہے۔|معمولی فائدہ معمولی لاگت کے برابر ہے۔|صارف سرپلس صفر ہے۔|تقسیم کی کارکردگی حاصل کی جاتی ہے,high_school_microeconomics,0
فرض کریں کہ ایک فرم ہر ایک کو $15 میں مزدور بھرتی کرتی ہے اور اپنی مصنوعات $3 میں فروخت کرتی ہے۔ اگر تیسرے کارکن کا ایم پی 10 ہے، تو درج ذیل میں سے کون سا بیان سب سے زیادہ درست ہوگا؟,فرم کو مزید مزدور بھرتی کرنے چاہئیں تاکہ ایم آر پی ایل میں اضافہ ہو۔|فرم کو زیادہ مزدور بھرتی کرنے چاہئیں تاکہ ایم آر پی ایل کم ہو جائے۔|فرم کو کم مزدور بھرتی کرنے چاہئیں تاکہ ایم آر پی ایل میں اضافہ ہو۔|فرم کو کم مزدور بھرتی کرنا چاہیے تاکہ MRPL کم ہو جائے۔,high_school_microeconomics,1
